28.548875 2.537050 15.747843
28.470359 1.719620 15.175268
28.873856 2.285971 16.658857
10.932507 19.870421 13.328057
10.347945 19.059510 13.381997
10.712185 20.396278 12.507366
17.990010 25.906045 7.738337
17.563180 25.486390 8.540775
18.445520 25.206673 7.188801
2.743314 19.273771 17.981441
3.542696 19.876412 17.985049
2.035300 19.641990 18.582882
9.023094 25.399738 21.888059
9.644713 24.900986 21.282223
8.396335 25.960152 21.347958
28.431314 9.627636 8.303931
28.783383 9.965217 7.429696
29.164696 9.607034 8.982405
2.058885 12.048649 14.503050
2.080446 12.584705 15.348259
1.117540 11.795468 14.283122
10.102987 6.663665 7.987574
10.525656 7.319256 7.360078
9.992898 7.077381 8.890525
28.519848 12.614680 16.155487
28.548159 11.852335 15.507237
28.907988 13.434371 15.735898
6.141176 21.051139 2.956354
6.627782 21.891932 2.714522
6.781892 20.285345 2.996884
23.123477 29.932613 24.983234
22.942573 29.243129 25.686146
22.387074 29.933042 24.307726
26.397321 6.647101 15.605965
25.492820 6.330623 15.316275
26.927423 5.881165 15.967814
8.065008 7.026146 29.371151
7.913537 7.009242 28.381721
8.965730 7.409360 29.572266
24.723952 5.338624 7.703428
24.039433 5.992151 8.029827
24.618082 4.466618 8.179871
10.919701 28.965715 0.685145
11.369384 29.540659 -0.000001
10.261811 29.507453 1.206970
4.968813 11.952400 19.663179
5.486203 11.239862 20.139411
4.142857 12.177129 20.178828
6.489170 0.587908 9.563457
7.265373 1.202120 9.713299
5.631661 1.093291 9.652145
4.332549 6.247565 10.703841
4.299514 7.137533 11.161077
4.330670 5.514443 11.382905
13.831787 26.825483 27.295251
13.642579 26.615010 28.255512
14.444131 26.136742 26.908897
20.659105 29.729000 28.979796
21.221344 29.902517 29.789722
21.154787 30.000001 28.155504
0.681936 8.680459 18.060939
0.091917 7.919022 17.788376
0.470133 8.958486 18.997123
4.448546 3.987436 26.398306
3.938227 4.566911 27.035474
5.350416 4.381623 26.225543
13.259492 19.944570 11.467545
14.250309 19.805924 11.432045
12.865619 19.405432 12.211046
1.302385 5.422659 29.095169
2.188145 5.336721 29.553691
1.429030 5.786198 28.172997
22.656127 13.162435 10.936009
21.809819 12.764599 11.293346
22.842134 12.804833 10.021611
17.563427 14.030016 19.002503
17.223701 14.822656 19.510940
17.985641 13.377029 19.630152
18.456338 5.597972 11.265310
17.549894 5.310020 11.577787
19.023514 4.796798 11.078141
19.545315 2.114712 18.073477
19.123078 3.017079 18.171704
20.264209 2.147678 17.380149
21.241511 8.765806 19.964369
20.765079 8.105488 20.546771
21.736336 9.424942 20.529425
19.156542 2.594733 28.400726
18.274301 2.341083 28.800116
19.801865 2.837209 29.124164
14.418043 14.536350 20.227909
14.355669 15.320925 20.846577
14.536093 14.851829 19.287091
24.689473 25.973265 2.861122
24.620387 26.929521 3.149221
24.456006 25.369498 3.622410
22.845309 15.240892 12.019400
22.133968 14.677959 12.442839
23.434175 15.634413 12.724367
4.192843 14.605876 6.423515
4.305887 13.656900 6.125411
3.222835 14.811755 6.547203
18.384226 12.545178 14.882231
19.129058 12.358926 14.239786
18.703487 13.152978 15.608351
19.210674 20.608548 24.055373
18.549936 19.877356 23.879351
19.305006 20.753980 25.039523
13.782777 18.456244 5.546948
13.535144 17.557958 5.912953
13.214819 19.163957 5.965477
18.438771 0.815701 13.241461
17.828455 0.141212 12.823395
19.312083 0.833248 12.756056
17.285708 15.396687 25.751204
18.260813 15.575799 25.890093
17.013049 15.683700 24.833663
2.661467 10.053296 20.940395
1.944574 10.699760 21.205628
2.431109 9.627670 20.066108
7.794413 15.512076 2.930486
8.623564 15.933623 2.560342
7.234852 15.148492 2.186646
5.967471 17.103077 1.735355
5.201106 17.313035 2.344291
5.627793 16.708197 0.882543
18.579737 21.888180 15.604765
17.619901 21.654327 15.442816
18.640499 22.726287 16.145582
9.947888 25.868231 24.686892
10.119722 26.813037 24.969761
9.004322 25.615038 24.897077
7.603374 9.638076 1.163497
8.159690 10.394485 1.510712
8.134506 9.092528 0.516290
20.960476 14.948760 9.225202
20.527676 15.850589 9.185346
21.133755 14.694821 10.176038
29.140862 14.050634 26.406086
28.549135 14.839677 26.577758
29.494181 13.694273 27.270245
17.499778 4.543267 9.511633
17.855974 3.607770 9.498635
17.714511 5.002468 8.650457
13.877579 5.331593 24.657671
13.630808 5.777371 23.795937
13.090351 5.318431 25.273056
1.884730 26.924429 -0.000351
1.178066 26.881842 0.707471
2.571164 26.215966 0.159304
22.581732 26.775511 16.446624
21.955423 27.510030 16.181256
23.522469 27.034049 16.230356
7.307246 24.872252 19.582513
6.879276 24.222588 18.952451
6.612235 25.289981 20.166520
29.908930 17.242846 23.016207
29.934317 18.174286 22.650182
29.106080 16.760667 22.667588
8.321569 28.552577 12.862963
7.662713 28.979199 13.484334
8.852350 29.256390 12.392305
29.312137 16.664801 10.348356
30.000016 17.035607 10.974076
28.407687 17.015384 10.588485
10.248915 23.592667 26.593472
10.258881 22.602327 26.739511
10.313697 23.794548 25.616923
11.325946 14.826513 6.741044
11.720945 14.378759 7.544593
11.861598 15.635920 6.503266
15.649268 0.531105 20.331929
16.459268 0.094149 20.725844
15.566997 1.467289 20.671623
0.930516 8.241275 4.566163
-0.000580 8.189059 4.202112
0.916834 8.637405 5.483493
27.480378 11.247003 18.338735
